"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|GB","Actual Total Load [MW] - BZN|GB"
"28.11.2016 08:00 - 28.11.2016 08:30","45593","45649"
"28.11.2016 08:30 - 28.11.2016 09:00","46437","45960"
"28.11.2016 09:00 - 28.11.2016 09:30","46850","46332"
"28.11.2016 09:30 - 28.11.2016 10:00","47276","46819"
"28.11.2016 10:00 - 28.11.2016 10:30","46460","46194"
"28.11.2016 10:30 - 28.11.2016 11:00","46834","46288"
"28.11.2016 11:00 - 28.11.2016 11:30","46657","46434"
"28.11.2016 11:30 - 28.11.2016 12:00","47065","46467"
"28.11.2016 12:00 - 28.11.2016 12:30","47071","46581"
"28.11.2016 12:30 - 28.11.2016 13:00","47276","46487"
"28.11.2016 13:00 - 28.11.2016 13:30","47236","46252"
"28.11.2016 13:30 - 28.11.2016 14:00","46557","46274"
"28.11.2016 14:00 - 28.11.2016 14:30","46523","46346"
"28.11.2016 14:30 - 28.11.2016 15:00","45598","45071"
"28.11.2016 15:00 - 28.11.2016 15:30","46630","47309"
"28.11.2016 15:30 - 28.11.2016 16:00","48307","49891"
"28.11.2016 16:00 - 28.11.2016 16:30","51127","51573"
"28.11.2016 16:30 - 28.11.2016 17:00","52963","53638"
"28.11.2016 17:00 - 28.11.2016 17:30","53578","53987"
"28.11.2016 17:30 - 28.11.2016 18:00","53380","53498"
"28.11.2016 18:00 - 28.11.2016 18:30","52974","52984"
"28.11.2016 18:30 - 28.11.2016 19:00","51984","52572"
"28.11.2016 19:00 - 28.11.2016 19:30","50555","51819"
"28.11.2016 19:30 - 28.11.2016 20:00","49077","50586"
"28.11.2016 20:00 - 28.11.2016 20:30","47422","48456"
"28.11.2016 20:30 - 28.11.2016 21:00","45619","46782"
"28.11.2016 21:00 - 28.11.2016 21:30","43288","43590"
"28.11.2016 21:30 - 28.11.2016 22:00","40650","41478"
"28.11.2016 22:00 - 28.11.2016 22:30","38361","39123"
"28.11.2016 22:30 - 28.11.2016 23:00","36145","37052"
"28.11.2016 23:00 - 28.11.2016 23:30","33977","36628"
"28.11.2016 23:30 - 29.11.2016 00:00","33632","35122"
"29.11.2016 00:00 - 29.11.2016 00:30","33637","35154"
"29.11.2016 00:30 - 29.11.2016 01:00","33533","34050"
"29.11.2016 01:00 - 29.11.2016 01:30","33053","33650"
"29.11.2016 01:30 - 29.11.2016 02:00","32452","33208"
"29.11.2016 02:00 - 29.11.2016 02:30","32233","32717"
"29.11.2016 02:30 - 29.11.2016 03:00","31995","32592"
"29.11.2016 03:00 - 29.11.2016 03:30","31403","32126"
"29.11.2016 03:30 - 29.11.2016 04:00","30857","31560"
"29.11.2016 04:00 - 29.11.2016 04:30","30657","30397"
"29.11.2016 04:30 - 29.11.2016 05:00","31049","30486"
"29.11.2016 05:00 - 29.11.2016 05:30","32109","30869"
"29.11.2016 05:30 - 29.11.2016 06:00","34625","32931"
"29.11.2016 06:00 - 29.11.2016 06:30","38279","37495"
"29.11.2016 06:30 - 29.11.2016 07:00","42527","41304"
"29.11.2016 07:00 - 29.11.2016 07:30","45833","46187"
"29.11.2016 07:30 - 29.11.2016 08:00","46992","47846"
"29.11.2016 08:00 - 29.11.2016 08:30","47320","49045"
"29.11.2016 08:30 - 29.11.2016 09:00","47558","48974"
"29.11.2016 09:00 - 29.11.2016 09:30","48019","49081"
"29.11.2016 09:30 - 29.11.2016 10:00","47759","48810"
"29.11.2016 10:00 - 29.11.2016 10:30","47485","48551"
"29.11.2016 10:30 - 29.11.2016 11:00","47498","49938"
"29.11.2016 11:00 - 29.11.2016 11:30","47780","48055"
"29.11.2016 11:30 - 29.11.2016 12:00","48176","48089"
"29.11.2016 12:00 - 29.11.2016 12:30","48253","47998"
"29.11.2016 12:30 - 29.11.2016 13:00","48346","47912"
"29.11.2016 13:00 - 29.11.2016 13:30","48148","47664"
"29.11.2016 13:30 - 29.11.2016 14:00","48194","47703"
"29.11.2016 14:00 - 29.11.2016 14:30","48100","47654"
"29.11.2016 14:30 - 29.11.2016 15:00","48001","47673"
"29.11.2016 15:00 - 29.11.2016 15:30","48504","48316"
"29.11.2016 15:30 - 29.11.2016 16:00","50173","49255"
"29.11.2016 16:00 - 29.11.2016 16:30","52540","52372"
"29.11.2016 16:30 - 29.11.2016 17:00","53801","54229"
"29.11.2016 17:00 - 29.11.2016 17:30","53811","54766"
"29.11.2016 17:30 - 29.11.2016 18:00","53369","54430"
"29.11.2016 18:00 - 29.11.2016 18:30","53034","53895"
"29.11.2016 18:30 - 29.11.2016 19:00","52440","53541"
"29.11.2016 19:00 - 29.11.2016 19:30","51364","52817"
"29.11.2016 19:30 - 29.11.2016 20:00","50156","51616"
"29.11.2016 20:00 - 29.11.2016 20:30","48433","50096"
"29.11.2016 20:30 - 29.11.2016 21:00","46413","48293"
"29.11.2016 21:00 - 29.11.2016 21:30","44157","44718"
"29.11.2016 21:30 - 29.11.2016 22:00","41653","42589"
"29.11.2016 22:00 - 29.11.2016 22:30","39464","40227"
"29.11.2016 22:30 - 29.11.2016 23:00","37233","37868"
"29.11.2016 23:00 - 29.11.2016 23:30","35143","34893"
"29.11.2016 23:30 - 30.11.2016 00:00","34081","32413"
"30.11.2016 00:00 - 30.11.2016 00:30","33779","32467"
"30.11.2016 00:30 - 30.11.2016 01:00","33655","32288"
"30.11.2016 01:00 - 30.11.2016 01:30","33230","32116"
"30.11.2016 01:30 - 30.11.2016 02:00","32545","31420"
"30.11.2016 02:00 - 30.11.2016 02:30","32309","31073"
"30.11.2016 02:30 - 30.11.2016 03:00","32119","30989"
"30.11.2016 03:00 - 30.11.2016 03:30","31666","30644"
"30.11.2016 03:30 - 30.11.2016 04:00","31405","30241"
"30.11.2016 04:00 - 30.11.2016 04:30","31322","30064"
"30.11.2016 04:30 - 30.11.2016 05:00","31620","30163"
"30.11.2016 05:00 - 30.11.2016 05:30","32686","30833"
"30.11.2016 05:30 - 30.11.2016 06:00","35306","32631"
"30.11.2016 06:00 - 30.11.2016 06:30","39056","37127"
"30.11.2016 06:30 - 30.11.2016 07:00","43491","41249"
"30.11.2016 07:00 - 30.11.2016 07:30","46908","45557"
"30.11.2016 07:30 - 30.11.2016 08:00","47991","46998"
"30.11.2016 08:00 - 30.11.2016 08:30","48124","47804"
"30.11.2016 08:30 - 30.11.2016 09:00","48280","47744"
"30.11.2016 09:00 - 30.11.2016 09:30","49060","48291"
"30.11.2016 09:30 - 30.11.2016 10:00","49169","48267"
"30.11.2016 10:00 - 30.11.2016 10:30","48585","48035"
"30.11.2016 10:30 - 30.11.2016 11:00","48364","47624"
"30.11.2016 11:00 - 30.11.2016 11:30","48672","47430"
"30.11.2016 11:30 - 30.11.2016 12:00","48772","47424"
"30.11.2016 12:00 - 30.11.2016 12:30","48725","47170"
"30.11.2016 12:30 - 30.11.2016 13:00","48913","47015"
"30.11.2016 13:00 - 30.11.2016 13:30","48847","46379"
"30.11.2016 13:30 - 30.11.2016 14:00","48714","46161"
"30.11.2016 14:00 - 30.11.2016 14:30","48323","46554"
"30.11.2016 14:30 - 30.11.2016 15:00","48162","46594"
"30.11.2016 15:00 - 30.11.2016 15:30","48791","46879"
"30.11.2016 15:30 - 30.11.2016 16:00","50521","48027"
"30.11.2016 16:00 - 30.11.2016 16:30","52851","51203"
"30.11.2016 16:30 - 30.11.2016 17:00","54128","53144"
"30.11.2016 17:00 - 30.11.2016 17:30","54184","53522"
"30.11.2016 17:30 - 30.11.2016 18:00","53802","53093"
"30.11.2016 18:00 - 30.11.2016 18:30","53204","53113"
"30.11.2016 18:30 - 30.11.2016 19:00","52399","52701"
"30.11.2016 19:00 - 30.11.2016 19:30","51048","51906"
"30.11.2016 19:30 - 30.11.2016 20:00","49558","50796"
"30.11.2016 20:00 - 30.11.2016 20:30","47942","48231"
"30.11.2016 20:30 - 30.11.2016 21:00","45967","46607"
"30.11.2016 21:00 - 30.11.2016 21:30","43615","44012"
"30.11.2016 21:30 - 30.11.2016 22:00","41218","41780"
"30.11.2016 22:00 - 30.11.2016 22:30","39094","39630"
"30.11.2016 22:30 - 30.11.2016 23:00","36742","37442"
"30.11.2016 23:00 - 30.11.2016 23:30","34750","35573"
"30.11.2016 23:30 - 01.12.2016 00:00","33486","34075"
"01.12.2016 00:00 - 01.12.2016 00:30","33369","34111"
"01.12.2016 00:30 - 01.12.2016 01:00","33445","32471"
"01.12.2016 01:00 - 01.12.2016 01:30","32992","32207"
"01.12.2016 01:30 - 01.12.2016 02:00","32425","31459"
"01.12.2016 02:00 - 01.12.2016 02:30","32225","30915"
"01.12.2016 02:30 - 01.12.2016 03:00","32097","30991"
"01.12.2016 03:00 - 01.12.2016 03:30","31673","30393"
"01.12.2016 03:30 - 01.12.2016 04:00","31298","29928"
"01.12.2016 04:00 - 01.12.2016 04:30","31183","29591"
"01.12.2016 04:30 - 01.12.2016 05:00","31574","29820"
"01.12.2016 05:00 - 01.12.2016 05:30","32623","30613"
"01.12.2016 05:30 - 01.12.2016 06:00","35139","32469"
"01.12.2016 06:00 - 01.12.2016 06:30","38769","37079"
"01.12.2016 06:30 - 01.12.2016 07:00","42983","40941"
"01.12.2016 07:00 - 01.12.2016 07:30","46236","44883"
"01.12.2016 07:30 - 01.12.2016 08:00","47356","46419"
"01.12.2016 08:00 - 01.12.2016 08:30","47552","47749"
"01.12.2016 08:30 - 01.12.2016 09:00","47630","47523"
"01.12.2016 09:00 - 01.12.2016 09:30","47985","48251"
"01.12.2016 09:30 - 01.12.2016 10:00","47821","48272"
"01.12.2016 10:00 - 01.12.2016 10:30","47610","47149"
"01.12.2016 10:30 - 01.12.2016 11:00","47555","46805"
"01.12.2016 11:00 - 01.12.2016 11:30","47671","47248"
"01.12.2016 11:30 - 01.12.2016 12:00","47952","47050"
"01.12.2016 12:00 - 01.12.2016 12:30","47874","47072"
"01.12.2016 12:30 - 01.12.2016 13:00","47576","46864"
"01.12.2016 13:00 - 01.12.2016 13:30","47326","46706"
"01.12.2016 13:30 - 01.12.2016 14:00","47421","46732"
"01.12.2016 14:00 - 01.12.2016 14:30","47444","47004"
"01.12.2016 14:30 - 01.12.2016 15:00","47458","47551"
"01.12.2016 15:00 - 01.12.2016 15:30","48078","47564"
"01.12.2016 15:30 - 01.12.2016 16:00","49839","48906"
"01.12.2016 16:00 - 01.12.2016 16:30","52141","51680"
"01.12.2016 16:30 - 01.12.2016 17:00","53301","53385"
"01.12.2016 17:00 - 01.12.2016 17:30","53153","53398"
"01.12.2016 17:30 - 01.12.2016 18:00","52635","53126"
"01.12.2016 18:00 - 01.12.2016 18:30","52233","52725"
"01.12.2016 18:30 - 01.12.2016 19:00","51565","52207"
"01.12.2016 19:00 - 01.12.2016 19:30","50428","50989"
"01.12.2016 19:30 - 01.12.2016 20:00","49166","49835"
"01.12.2016 20:00 - 01.12.2016 20:30","47379","48318"
"01.12.2016 20:30 - 01.12.2016 21:00","45368","46630"
"01.12.2016 21:00 - 01.12.2016 21:30","43165","44414"
"01.12.2016 21:30 - 01.12.2016 22:00","40716","42085"
"01.12.2016 22:00 - 01.12.2016 22:30","38586","39718"
"01.12.2016 22:30 - 01.12.2016 23:00","36400","37763"
"01.12.2016 23:00 - 01.12.2016 23:30","34348","35582"
"01.12.2016 23:30 - 02.12.2016 00:00","33337","33984"
"02.12.2016 00:00 - 02.12.2016 00:30","33448","34001"
"02.12.2016 00:30 - 02.12.2016 01:00","33492","32725"
"02.12.2016 01:00 - 02.12.2016 01:30","32853","32377"
"02.12.2016 01:30 - 02.12.2016 02:00","32067","31640"
"02.12.2016 02:00 - 02.12.2016 02:30","31787","31089"
"02.12.2016 02:30 - 02.12.2016 03:00","31498","31015"
"02.12.2016 03:00 - 02.12.2016 03:30","30946","31104"
"02.12.2016 03:30 - 02.12.2016 04:00","30615","30525"
"02.12.2016 04:00 - 02.12.2016 04:30","30457","29728"
"02.12.2016 04:30 - 02.12.2016 05:00","30682","29765"
"02.12.2016 05:00 - 02.12.2016 05:30","31532","30532"
"02.12.2016 05:30 - 02.12.2016 06:00","33867","32034"
"02.12.2016 06:00 - 02.12.2016 06:30","37347","36453"
"02.12.2016 06:30 - 02.12.2016 07:00","41418","40203"
"02.12.2016 07:00 - 02.12.2016 07:30","44763","44240"
"02.12.2016 07:30 - 02.12.2016 08:00","46164","46116"
"02.12.2016 08:00 - 02.12.2016 08:30","46364","47055"
"02.12.2016 08:30 - 02.12.2016 09:00","46543","47096"
"02.12.2016 09:00 - 02.12.2016 09:30","47145","48209"
"02.12.2016 09:30 - 02.12.2016 10:00","47156","48321"
"02.12.2016 10:00 - 02.12.2016 10:30","47045","48191"
"02.12.2016 10:30 - 02.12.2016 11:00","46909","48261"
"02.12.2016 11:00 - 02.12.2016 11:30","46782","48228"
"02.12.2016 11:30 - 02.12.2016 12:00","46816","48415"
"02.12.2016 12:00 - 02.12.2016 12:30","46639","48346"
"02.12.2016 12:30 - 02.12.2016 13:00","46195","48079"
"02.12.2016 13:00 - 02.12.2016 13:30","45691","47554"
"02.12.2016 13:30 - 02.12.2016 14:00","45473","47304"
"02.12.2016 14:00 - 02.12.2016 14:30","45308","47389"
"02.12.2016 14:30 - 02.12.2016 15:00","45108","47122"
"02.12.2016 15:00 - 02.12.2016 15:30","45470","48001"
"02.12.2016 15:30 - 02.12.2016 16:00","47183","48972"
"02.12.2016 16:00 - 02.12.2016 16:30","49655","51685"
"02.12.2016 16:30 - 02.12.2016 17:00","51037","53102"
"02.12.2016 17:00 - 02.12.2016 17:30","51041","53404"
"02.12.2016 17:30 - 02.12.2016 18:00","50464","52839"
"02.12.2016 18:00 - 02.12.2016 18:30","49788","51942"
"02.12.2016 18:30 - 02.12.2016 19:00","48788","50978"
"02.12.2016 19:00 - 02.12.2016 19:30","47452","50022"
"02.12.2016 19:30 - 02.12.2016 20:00","46186","48741"
"02.12.2016 20:00 - 02.12.2016 20:30","44815","45816"
"02.12.2016 20:30 - 02.12.2016 21:00","43151","44293"
"02.12.2016 21:00 - 02.12.2016 21:30","41146","42128"
"02.12.2016 21:30 - 02.12.2016 22:00","39176","40266"
"02.12.2016 22:00 - 02.12.2016 22:30","37550","38347"
"02.12.2016 22:30 - 02.12.2016 23:00","35757","36490"
"02.12.2016 23:00 - 02.12.2016 23:30","33944","34544"
"02.12.2016 23:30 - 03.12.2016 00:00","32950","33320"
"03.12.2016 00:00 - 03.12.2016 00:30","33045","33297"
"03.12.2016 00:30 - 03.12.2016 01:00","33114","31961"
"03.12.2016 01:00 - 03.12.2016 01:30","32254","31829"
"03.12.2016 01:30 - 03.12.2016 02:00","31385","30629"
"03.12.2016 02:00 - 03.12.2016 02:30","30910","30108"
"03.12.2016 02:30 - 03.12.2016 03:00","30533","29848"
"03.12.2016 03:00 - 03.12.2016 03:30","29876","29289"
"03.12.2016 03:30 - 03.12.2016 04:00","29307","28674"
"03.12.2016 04:00 - 03.12.2016 04:30","29010","28238"
"03.12.2016 04:30 - 03.12.2016 05:00","29051","28049"
"03.12.2016 05:00 - 03.12.2016 05:30","29407","28128"
"03.12.2016 05:30 - 03.12.2016 06:00","30441","28824"
"03.12.2016 06:00 - 03.12.2016 06:30","31862","31390"
"03.12.2016 06:30 - 03.12.2016 07:00","33596","33146"
"03.12.2016 07:00 - 03.12.2016 07:30","35114","34719"
"03.12.2016 07:30 - 03.12.2016 08:00","36615","36159"
"03.12.2016 08:00 - 03.12.2016 08:30","38672","39078"
"03.12.2016 08:30 - 03.12.2016 09:00","40290","41278"
"03.12.2016 09:00 - 03.12.2016 09:30","41386","43340"
"03.12.2016 09:30 - 03.12.2016 10:00","41861","43839"
"03.12.2016 10:00 - 03.12.2016 10:30","41900","44325"
"03.12.2016 10:30 - 03.12.2016 11:00","41758","44472"
"03.12.2016 11:00 - 03.12.2016 11:30","41898","44691"
"03.12.2016 11:30 - 03.12.2016 12:00","42030","44880"
"03.12.2016 12:00 - 03.12.2016 12:30","41875","44830"
"03.12.2016 12:30 - 03.12.2016 13:00","41633","44720"
"03.12.2016 13:00 - 03.12.2016 13:30","41205","44362"
"03.12.2016 13:30 - 03.12.2016 14:00","40986","44135"
"03.12.2016 14:00 - 03.12.2016 14:30","40860","43678"
"03.12.2016 14:30 - 03.12.2016 15:00","40994","43513"
"03.12.2016 15:00 - 03.12.2016 15:30","41433","44193"
"03.12.2016 15:30 - 03.12.2016 16:00","42800","44894"
"03.12.2016 16:00 - 03.12.2016 16:30","45290","47102"
"03.12.2016 16:30 - 03.12.2016 17:00","47072","49022"
"03.12.2016 17:00 - 03.12.2016 17:30","47541","50019"
"03.12.2016 17:30 - 03.12.2016 18:00","47273","49767"
"03.12.2016 18:00 - 03.12.2016 18:30","46595","49157"
"03.12.2016 18:30 - 03.12.2016 19:00","45514","48033"
"03.12.2016 19:00 - 03.12.2016 19:30","44092","45540"
"03.12.2016 19:30 - 03.12.2016 20:00","42895","43933"
"03.12.2016 20:00 - 03.12.2016 20:30","41676","43856"
"03.12.2016 20:30 - 03.12.2016 21:00","40157","42320"
"03.12.2016 21:00 - 03.12.2016 21:30","38685","40687"
"03.12.2016 21:30 - 03.12.2016 22:00","37169","39263"
"03.12.2016 22:00 - 03.12.2016 22:30","35927","36374"
"03.12.2016 22:30 - 03.12.2016 23:00","34590","35457"
"03.12.2016 23:00 - 03.12.2016 23:30","33045","35662"
"03.12.2016 23:30 - 04.12.2016 00:00","32393","34644"
"04.12.2016 00:00 - 04.12.2016 00:30","32625","34661"
"04.12.2016 00:30 - 04.12.2016 01:00","32639","34412"
"04.12.2016 01:00 - 04.12.2016 01:30","31793","33334"
"04.12.2016 01:30 - 04.12.2016 02:00","30884","31754"
"04.12.2016 02:00 - 04.12.2016 02:30","30405","31052"
"04.12.2016 02:30 - 04.12.2016 03:00","29903","30834"
"04.12.2016 03:00 - 04.12.2016 03:30","29170","30354"
"04.12.2016 03:30 - 04.12.2016 04:00","28640","29589"
"04.12.2016 04:00 - 04.12.2016 04:30","28324","28624"
"04.12.2016 04:30 - 04.12.2016 05:00","28192","28372"
"04.12.2016 05:00 - 04.12.2016 05:30","28213","28354"
"04.12.2016 05:30 - 04.12.2016 06:00","28658","28570"
"04.12.2016 06:00 - 04.12.2016 06:30","29409","30037"
"04.12.2016 06:30 - 04.12.2016 07:00","30530","30976"
"04.12.2016 07:00 - 04.12.2016 07:30","31622","33150"
"04.12.2016 07:30 - 04.12.2016 08:00","32916","34381"
"04.12.2016 08:00 - 04.12.2016 08:30","35199","36025"
"04.12.2016 08:30 - 04.12.2016 09:00","37238","37829"
"04.12.2016 09:00 - 04.12.2016 09:30","38913","38859"
"04.12.2016 09:30 - 04.12.2016 10:00","40033","39927"
"04.12.2016 10:00 - 04.12.2016 10:30","40666","41389"
"04.12.2016 10:30 - 04.12.2016 11:00","41140","41642"
"04.12.2016 11:00 - 04.12.2016 11:30","41714","41917"
"04.12.2016 11:30 - 04.12.2016 12:00","42317","42142"
"04.12.2016 12:00 - 04.12.2016 12:30","42566","42335"
"04.12.2016 12:30 - 04.12.2016 13:00","42687","42455"
"04.12.2016 13:00 - 04.12.2016 13:30","42450","42280"
"04.12.2016 13:30 - 04.12.2016 14:00","42424","42298"
"04.12.2016 14:00 - 04.12.2016 14:30","42297","42608"
"04.12.2016 14:30 - 04.12.2016 15:00","42562","43026"
"04.12.2016 15:00 - 04.12.2016 15:30","43396","43726"
"04.12.2016 15:30 - 04.12.2016 16:00","45041","45157"
"04.12.2016 16:00 - 04.12.2016 16:30","47333","47988"
"04.12.2016 16:30 - 04.12.2016 17:00","48552","49857"
"04.12.2016 17:00 - 04.12.2016 17:30","48754","50611"
"04.12.2016 17:30 - 04.12.2016 18:00","48300","50326"
"04.12.2016 18:00 - 04.12.2016 18:30","47590","49729"
"04.12.2016 18:30 - 04.12.2016 19:00","46780","48779"
"04.12.2016 19:00 - 04.12.2016 19:30","45505","47735"
"04.12.2016 19:30 - 04.12.2016 20:00","44423","46353"
"04.12.2016 20:00 - 04.12.2016 20:30","43217","45819"
"04.12.2016 20:30 - 04.12.2016 21:00","41633","44049"
"04.12.2016 21:00 - 04.12.2016 21:30","39864","42672"
"04.12.2016 21:30 - 04.12.2016 22:00","37961","40841"
"04.12.2016 22:00 - 04.12.2016 22:30","36279","38191"
"04.12.2016 22:30 - 04.12.2016 23:00","34327","36872"
"04.12.2016 23:00 - 04.12.2016 23:30","32544","34399"
"04.12.2016 23:30 - 05.12.2016 00:00","31839","32793"
"05.12.2016 00:00 - 05.12.2016 00:30","31473","32776"
"05.12.2016 00:30 - 05.12.2016 01:00","31562","32799"
"05.12.2016 01:00 - 05.12.2016 01:30","31212","32562"
"05.12.2016 01:30 - 05.12.2016 02:00","30649","31855"
"05.12.2016 02:00 - 05.12.2016 02:30","30436","31688"
"05.12.2016 02:30 - 05.12.2016 03:00","30335","31718"
"05.12.2016 03:00 - 05.12.2016 03:30","30092","31251"
"05.12.2016 03:30 - 05.12.2016 04:00","29879","30861"
"05.12.2016 04:00 - 05.12.2016 04:30","29725","29918"
"05.12.2016 04:30 - 05.12.2016 05:00","30092","30026"
"05.12.2016 05:00 - 05.12.2016 05:30","31138","30144"
"05.12.2016 05:30 - 05.12.2016 06:00","33887","31822"
"05.12.2016 06:00 - 05.12.2016 06:30","37843","36082"
"05.12.2016 06:30 - 05.12.2016 07:00","42199","40001"
"05.12.2016 07:00 - 05.12.2016 07:30","45651","44537"
"05.12.2016 07:30 - 05.12.2016 08:00","46866","46577"
"05.12.2016 08:00 - 05.12.2016 08:30","47329","48288"
"05.12.2016 08:30 - 05.12.2016 09:00","48286","48335"
"05.12.2016 09:00 - 05.12.2016 09:30","49221","49329"
"05.12.2016 09:30 - 05.12.2016 10:00","49096","49468"
"05.12.2016 10:00 - 05.12.2016 10:30","48832","49392"
"05.12.2016 10:30 - 05.12.2016 11:00","48679","49298"
"05.12.2016 11:00 - 05.12.2016 11:30","48552","49591"
"05.12.2016 11:30 - 05.12.2016 12:00","48650","49614"
"05.12.2016 12:00 - 05.12.2016 12:30","48681","50272"
"05.12.2016 12:30 - 05.12.2016 13:00","48717","50295"
"05.12.2016 13:00 - 05.12.2016 13:30","48623","49712"
"05.12.2016 13:30 - 05.12.2016 14:00","48629","49468"
"05.12.2016 14:00 - 05.12.2016 14:30","48661","49785"
"05.12.2016 14:30 - 05.12.2016 15:00","48749","49557"
"05.12.2016 15:00 - 05.12.2016 15:30","49497","50122"
"05.12.2016 15:30 - 05.12.2016 16:00","51075","51357"
"05.12.2016 16:00 - 05.12.2016 16:30","53258","54512"
"05.12.2016 16:30 - 05.12.2016 17:00","54219","55563"
"05.12.2016 17:00 - 05.12.2016 17:30","53739","55921"
"05.12.2016 17:30 - 05.12.2016 18:00","53169","55302"
"05.12.2016 18:00 - 05.12.2016 18:30","52672","54611"
"05.12.2016 18:30 - 05.12.2016 19:00","52022","54277"
"05.12.2016 19:00 - 05.12.2016 19:30","50912","53951"
"05.12.2016 19:30 - 05.12.2016 20:00","49556","52726"
"05.12.2016 20:00 - 05.12.2016 20:30","47949","50111"
"05.12.2016 20:30 - 05.12.2016 21:00","45741","48091"
"05.12.2016 21:00 - 05.12.2016 21:30","43342","45357"
"05.12.2016 21:30 - 05.12.2016 22:00","41070","42581"
"05.12.2016 22:00 - 05.12.2016 22:30","38749","40084"
"05.12.2016 22:30 - 05.12.2016 23:00","36320","37801"
"05.12.2016 23:00 - 05.12.2016 23:30","34413","35465"
"05.12.2016 23:30 - 06.12.2016 00:00","32758","33356"
"06.12.2016 00:00 - 06.12.2016 00:30","32799","33354"
"06.12.2016 00:30 - 06.12.2016 01:00","33087","32449"
"06.12.2016 01:00 - 06.12.2016 01:30","32766","32003"
"06.12.2016 01:30 - 06.12.2016 02:00","32179","31377"
"06.12.2016 02:00 - 06.12.2016 02:30","32026","30881"
"06.12.2016 02:30 - 06.12.2016 03:00","31948","30820"
"06.12.2016 03:00 - 06.12.2016 03:30","31523","31226"
"06.12.2016 03:30 - 06.12.2016 04:00","31287","30786"
"06.12.2016 04:00 - 06.12.2016 04:30","31263","29656"
"06.12.2016 04:30 - 06.12.2016 05:00","31481","29863"
"06.12.2016 05:00 - 06.12.2016 05:30","32300","30554"
"06.12.2016 05:30 - 06.12.2016 06:00","34874","31983"
"06.12.2016 06:00 - 06.12.2016 06:30","38660","35204"
"06.12.2016 06:30 - 06.12.2016 07:00","42927","39132"
"06.12.2016 07:00 - 06.12.2016 07:30","46323","43946"
"06.12.2016 07:30 - 06.12.2016 08:00","47497","46010"
"06.12.2016 08:00 - 06.12.2016 08:30","47393","46715"
"06.12.2016 08:30 - 06.12.2016 09:00","47280","46793"
"06.12.2016 09:00 - 06.12.2016 09:30","47723","48184"
"06.12.2016 09:30 - 06.12.2016 10:00","47825","48395"
"06.12.2016 10:00 - 06.12.2016 10:30","47917","48696"
"06.12.2016 10:30 - 06.12.2016 11:00","48100","48796"
"06.12.2016 11:00 - 06.12.2016 11:30","48114","48874"
"06.12.2016 11:30 - 06.12.2016 12:00","47971","48975"
"06.12.2016 12:00 - 06.12.2016 12:30","47786","48843"
"06.12.2016 12:30 - 06.12.2016 13:00","47785","48924"
"06.12.2016 13:00 - 06.12.2016 13:30","47675","48378"
"06.12.2016 13:30 - 06.12.2016 14:00","47605","48183"
"06.12.2016 14:00 - 06.12.2016 14:30","47490","47620"
"06.12.2016 14:30 - 06.12.2016 15:00","47152","47388"
"06.12.2016 15:00 - 06.12.2016 15:30","47475","48958"
"06.12.2016 15:30 - 06.12.2016 16:00","49231","50345"
"06.12.2016 16:00 - 06.12.2016 16:30","51788","53953"
"06.12.2016 16:30 - 06.12.2016 17:00","53275","54924"
"06.12.2016 17:00 - 06.12.2016 17:30","53279","55184"
"06.12.2016 17:30 - 06.12.2016 18:00","52613","54582"
"06.12.2016 18:00 - 06.12.2016 18:30","51912","53408"
"06.12.2016 18:30 - 06.12.2016 19:00","51070","52548"
"06.12.2016 19:00 - 06.12.2016 19:30","49806","50860"
"06.12.2016 19:30 - 06.12.2016 20:00","48543","49469"
"06.12.2016 20:00 - 06.12.2016 20:30","46896","47435"
"06.12.2016 20:30 - 06.12.2016 21:00","44838","45193"
"06.12.2016 21:00 - 06.12.2016 21:30","42654","43336"
"06.12.2016 21:30 - 06.12.2016 22:00","40450","40958"
"06.12.2016 22:00 - 06.12.2016 22:30","38239","38364"
"06.12.2016 22:30 - 06.12.2016 23:00","35756","36198"
"06.12.2016 23:00 - 06.12.2016 23:30","33695","33718"
"06.12.2016 23:30 - 07.12.2016 00:00","32275","32252"
"07.12.2016 00:00 - 07.12.2016 00:30","32448","32196"
"07.12.2016 00:30 - 07.12.2016 01:00","32496","30712"
"07.12.2016 01:00 - 07.12.2016 01:30","31957","30335"
"07.12.2016 01:30 - 07.12.2016 02:00","31239","29667"
"07.12.2016 02:00 - 07.12.2016 02:30","30955","28824"
"07.12.2016 02:30 - 07.12.2016 03:00","30697","28592"
"07.12.2016 03:00 - 07.12.2016 03:30","30067","28097"
"07.12.2016 03:30 - 07.12.2016 04:00","29655","27517"
"07.12.2016 04:00 - 07.12.2016 04:30","29535","27178"
"07.12.2016 04:30 - 07.12.2016 05:00","29815","27352"
"07.12.2016 05:00 - 07.12.2016 05:30","30739","28129"
"07.12.2016 05:30 - 07.12.2016 06:00","33147","29729"
"07.12.2016 06:00 - 07.12.2016 06:30","36739","34110"
"07.12.2016 06:30 - 07.12.2016 07:00","40930","37979"
"07.12.2016 07:00 - 07.12.2016 07:30","44132","42006"
"07.12.2016 07:30 - 07.12.2016 08:00","45078","44037"
"07.12.2016 08:00 - 07.12.2016 08:30","45221","44810"
"07.12.2016 08:30 - 07.12.2016 09:00","45336","44322"
"07.12.2016 09:00 - 07.12.2016 09:30","45571","44529"
