"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|GB","Actual Total Load [MW] - BZN|GB"
"05.06.2018 20:30 - 05.06.2018 21:00","32104","33862"
"05.06.2018 21:00 - 05.06.2018 21:30","30735","32956"
"05.06.2018 21:30 - 05.06.2018 22:00","28478","31054"
"05.06.2018 22:00 - 05.06.2018 22:30","26516","28582"
"05.06.2018 22:30 - 05.06.2018 23:00","24720","27053"
"05.06.2018 23:00 - 05.06.2018 23:30","23297","25594"
"05.06.2018 23:30 - 06.06.2018 00:00","22750","24832"
"06.06.2018 00:00 - 06.06.2018 00:30","22742","24428"
"06.06.2018 00:30 - 06.06.2018 01:00","22499","24130"
"06.06.2018 01:00 - 06.06.2018 01:30","22074","23827"
"06.06.2018 01:30 - 06.06.2018 02:00","21728","23551"
"06.06.2018 02:00 - 06.06.2018 02:30","21537","23087"
"06.06.2018 02:30 - 06.06.2018 03:00","21466","22989"
"06.06.2018 03:00 - 06.06.2018 03:30","21319","22925"
"06.06.2018 03:30 - 06.06.2018 04:00","21346","22720"
"06.06.2018 04:00 - 06.06.2018 04:30","21968","23332"
"06.06.2018 04:30 - 06.06.2018 05:00","23801","24432"
"06.06.2018 05:00 - 06.06.2018 05:30","26772","27706"
"06.06.2018 05:30 - 06.06.2018 06:00","29835","30780"
"06.06.2018 06:00 - 06.06.2018 06:30","32482","33662"
"06.06.2018 06:30 - 06.06.2018 07:00","34014","35313"
"06.06.2018 07:00 - 06.06.2018 07:30","34677","36659"
"06.06.2018 07:30 - 06.06.2018 08:00","35022","36513"
"06.06.2018 08:00 - 06.06.2018 08:30","35525","37067"
"06.06.2018 08:30 - 06.06.2018 09:00","35698","37530"
"06.06.2018 09:00 - 06.06.2018 09:30","35887","37201"
"06.06.2018 09:30 - 06.06.2018 10:00","36396","37223"
"06.06.2018 10:00 - 06.06.2018 10:30","36842","37495"
"06.06.2018 10:30 - 06.06.2018 11:00","37529","37641"
"06.06.2018 11:00 - 06.06.2018 11:30","37779","38011"
"06.06.2018 11:30 - 06.06.2018 12:00","37565","37755"
"06.06.2018 12:00 - 06.06.2018 12:30","37231","37592"
"06.06.2018 12:30 - 06.06.2018 13:00","37013","37386"
"06.06.2018 13:00 - 06.06.2018 13:30","36585","37120"
"06.06.2018 13:30 - 06.06.2018 14:00","36398","36766"
"06.06.2018 14:00 - 06.06.2018 14:30","36628","36579"
"06.06.2018 14:30 - 06.06.2018 15:00","37200","36730"
"06.06.2018 15:00 - 06.06.2018 15:30","37752","37737"
"06.06.2018 15:30 - 06.06.2018 16:00","38096","38256"
"06.06.2018 16:00 - 06.06.2018 16:30","37909","38615"
"06.06.2018 16:30 - 06.06.2018 17:00","37498","38355"
"06.06.2018 17:00 - 06.06.2018 17:30","37137","37971"
"06.06.2018 17:30 - 06.06.2018 18:00","36636","37633"
"06.06.2018 18:00 - 06.06.2018 18:30","35817","37163"
"06.06.2018 18:30 - 06.06.2018 19:00","34767","36624"
"06.06.2018 19:00 - 06.06.2018 19:30","33739","35860"
"06.06.2018 19:30 - 06.06.2018 20:00","32867","34938"
"06.06.2018 20:00 - 06.06.2018 20:30","32206","34090"
"06.06.2018 20:30 - 06.06.2018 21:00","31479","33518"
"06.06.2018 21:00 - 06.06.2018 21:30","30218","32857"
"06.06.2018 21:30 - 06.06.2018 22:00","28072","31024"
"06.06.2018 22:00 - 06.06.2018 22:30","26160","29194"
"06.06.2018 22:30 - 06.06.2018 23:00","24660","27544"
"06.06.2018 23:00 - 06.06.2018 23:30","23584","25961"
"06.06.2018 23:30 - 07.06.2018 00:00","22968","25427"
"07.06.2018 00:00 - 07.06.2018 00:30","22309","24943"
"07.06.2018 00:30 - 07.06.2018 01:00","21994","24663"
"07.06.2018 01:00 - 07.06.2018 01:30","21605","24418"
"07.06.2018 01:30 - 07.06.2018 02:00","21282","24023"
"07.06.2018 02:00 - 07.06.2018 02:30","21097","23715"
"07.06.2018 02:30 - 07.06.2018 03:00","21027","23549"
"07.06.2018 03:00 - 07.06.2018 03:30","20887","23375"
"07.06.2018 03:30 - 07.06.2018 04:00","20885","23226"
"07.06.2018 04:00 - 07.06.2018 04:30","21427","23936"
"07.06.2018 04:30 - 07.06.2018 05:00","23146","24947"
"07.06.2018 05:00 - 07.06.2018 05:30","25931","27772"
"07.06.2018 05:30 - 07.06.2018 06:00","28789","30872"
"07.06.2018 06:00 - 07.06.2018 06:30","31193","33718"
"07.06.2018 06:30 - 07.06.2018 07:00","32470","35291"
"07.06.2018 07:00 - 07.06.2018 07:30","33156","36546"
"07.06.2018 07:30 - 07.06.2018 08:00","33939","36963"
"07.06.2018 08:00 - 07.06.2018 08:30","34476","37306"
"07.06.2018 08:30 - 07.06.2018 09:00","34314","37656"
"07.06.2018 09:00 - 07.06.2018 09:30","34292","37155"
"07.06.2018 09:30 - 07.06.2018 10:00","34589","37322"
"07.06.2018 10:00 - 07.06.2018 10:30","34824","37640"
"07.06.2018 10:30 - 07.06.2018 11:00","35268","37983"
"07.06.2018 11:00 - 07.06.2018 11:30","35393","37742"
"07.06.2018 11:30 - 07.06.2018 12:00","35216","37785"
"07.06.2018 12:00 - 07.06.2018 12:30","34984","37522"
"07.06.2018 12:30 - 07.06.2018 13:00","34864","37086"
"07.06.2018 13:00 - 07.06.2018 13:30","34610","36732"
"07.06.2018 13:30 - 07.06.2018 14:00","34535","36390"
"07.06.2018 14:00 - 07.06.2018 14:30","34820","36229"
"07.06.2018 14:30 - 07.06.2018 15:00","35450","36405"
"07.06.2018 15:00 - 07.06.2018 15:30","36088","37575"
"07.06.2018 15:30 - 07.06.2018 16:00","36522","38220"
"07.06.2018 16:00 - 07.06.2018 16:30","36464","38587"
"07.06.2018 16:30 - 07.06.2018 17:00","36184","38246"
"07.06.2018 17:00 - 07.06.2018 17:30","35977","37981"
"07.06.2018 17:30 - 07.06.2018 18:00","35659","37738"
"07.06.2018 18:00 - 07.06.2018 18:30","35086","37328"
"07.06.2018 18:30 - 07.06.2018 19:00","34281","37004"
"07.06.2018 19:00 - 07.06.2018 19:30","33474","36217"
"07.06.2018 19:30 - 07.06.2018 20:00","32892","35515"
"07.06.2018 20:00 - 07.06.2018 20:30","32368","34201"
"07.06.2018 20:30 - 07.06.2018 21:00","31639","33505"
"07.06.2018 21:00 - 07.06.2018 21:30","30345","32856"
"07.06.2018 21:30 - 07.06.2018 22:00","28165","31088"
"07.06.2018 22:00 - 07.06.2018 22:30","26216","29661"
"07.06.2018 22:30 - 07.06.2018 23:00","24638","28479"
"07.06.2018 23:00 - 07.06.2018 23:30","23472","26861"
"07.06.2018 23:30 - 08.06.2018 00:00","22858","25453"
"08.06.2018 00:00 - 08.06.2018 00:30","22390","24690"
"08.06.2018 00:30 - 08.06.2018 01:00","22227","24515"
"08.06.2018 01:00 - 08.06.2018 01:30","21865","24273"
"08.06.2018 01:30 - 08.06.2018 02:00","21455","23873"
"08.06.2018 02:00 - 08.06.2018 02:30","21275","23504"
"08.06.2018 02:30 - 08.06.2018 03:00","21127","23202"
"08.06.2018 03:00 - 08.06.2018 03:30","20794","23265"
"08.06.2018 03:30 - 08.06.2018 04:00","20949","23089"
"08.06.2018 04:00 - 08.06.2018 04:30","21712","23001"
"08.06.2018 04:30 - 08.06.2018 05:00","23527","24011"
"08.06.2018 05:00 - 08.06.2018 05:30","26351","27435"
"08.06.2018 05:30 - 08.06.2018 06:00","29229","30343"
"08.06.2018 06:00 - 08.06.2018 06:30","31629","33200"
"08.06.2018 06:30 - 08.06.2018 07:00","33159","34794"
"08.06.2018 07:00 - 08.06.2018 07:30","33978","35975"
"08.06.2018 07:30 - 08.06.2018 08:00","34397","36103"
"08.06.2018 08:00 - 08.06.2018 08:30","34832","36698"
"08.06.2018 08:30 - 08.06.2018 09:00","34875","36925"
"08.06.2018 09:00 - 08.06.2018 09:30","35217","37135"
"08.06.2018 09:30 - 08.06.2018 10:00","35705","37352"
"08.06.2018 10:00 - 08.06.2018 10:30","35867","37891"
"08.06.2018 10:30 - 08.06.2018 11:00","35960","38301"
"08.06.2018 11:00 - 08.06.2018 11:30","35946","37921"
"08.06.2018 11:30 - 08.06.2018 12:00","35735","37554"
"08.06.2018 12:00 - 08.06.2018 12:30","35346","37396"
"08.06.2018 12:30 - 08.06.2018 13:00","35140","37089"
"08.06.2018 13:00 - 08.06.2018 13:30","34754","37396"
"08.06.2018 13:30 - 08.06.2018 14:00","34342","36697"
"08.06.2018 14:00 - 08.06.2018 14:30","34241","36233"
"08.06.2018 14:30 - 08.06.2018 15:00","34698","36588"
"08.06.2018 15:00 - 08.06.2018 15:30","35204","36997"
"08.06.2018 15:30 - 08.06.2018 16:00","35636","37175"
"08.06.2018 16:00 - 08.06.2018 16:30","35621","37230"
"08.06.2018 16:30 - 08.06.2018 17:00","35309","36873"
"08.06.2018 17:00 - 08.06.2018 17:30","34785","36290"
"08.06.2018 17:30 - 08.06.2018 18:00","34087","35658"
"08.06.2018 18:00 - 08.06.2018 18:30","33464","35305"
"08.06.2018 18:30 - 08.06.2018 19:00","32736","34858"
"08.06.2018 19:00 - 08.06.2018 19:30","31777","34054"
"08.06.2018 19:30 - 08.06.2018 20:00","30945","33486"
"08.06.2018 20:00 - 08.06.2018 20:30","30559","33196"
"08.06.2018 20:30 - 08.06.2018 21:00","30035","32743"
"08.06.2018 21:00 - 08.06.2018 21:30","29156","32054"
"08.06.2018 21:30 - 08.06.2018 22:00","27617","30831"
"08.06.2018 22:00 - 08.06.2018 22:30","25938","29274"
"08.06.2018 22:30 - 08.06.2018 23:00","24426","27821"
"08.06.2018 23:00 - 08.06.2018 23:30","23128","25981"
"08.06.2018 23:30 - 09.06.2018 00:00","22341","25064"
"09.06.2018 00:00 - 09.06.2018 00:30","22061","24326"
"09.06.2018 00:30 - 09.06.2018 01:00","21677","24097"
"09.06.2018 01:00 - 09.06.2018 01:30","21223","23555"
"09.06.2018 01:30 - 09.06.2018 02:00","20775","23076"
"09.06.2018 02:00 - 09.06.2018 02:30","20502","22291"
"09.06.2018 02:30 - 09.06.2018 03:00","20424","21926"
"09.06.2018 03:00 - 09.06.2018 03:30","19965","21859"
"09.06.2018 03:30 - 09.06.2018 04:00","19571","21375"
"09.06.2018 04:00 - 09.06.2018 04:30","19743","21630"
"09.06.2018 04:30 - 09.06.2018 05:00","20456","22079"
"09.06.2018 05:00 - 09.06.2018 05:30","21639","23747"
"09.06.2018 05:30 - 09.06.2018 06:00","22949","25257"
"09.06.2018 06:00 - 09.06.2018 06:30","24534","27098"
"09.06.2018 06:30 - 09.06.2018 07:00","26175","28670"
"09.06.2018 07:00 - 09.06.2018 07:30","27757","31163"
"09.06.2018 07:30 - 09.06.2018 08:00","28874","32479"
"09.06.2018 08:00 - 09.06.2018 08:30","29593","33478"
"09.06.2018 08:30 - 09.06.2018 09:00","29972","34160"
"09.06.2018 09:00 - 09.06.2018 09:30","30333","34297"
"09.06.2018 09:30 - 09.06.2018 10:00","30782","34453"
"09.06.2018 10:00 - 09.06.2018 10:30","30944","34724"
"09.06.2018 10:30 - 09.06.2018 11:00","31028","34885"
"09.06.2018 11:00 - 09.06.2018 11:30","30991","34849"
"09.06.2018 11:30 - 09.06.2018 12:00","30751","34649"
"09.06.2018 12:00 - 09.06.2018 12:30","30353","34066"
"09.06.2018 12:30 - 09.06.2018 13:00","30042","33708"
"09.06.2018 13:00 - 09.06.2018 13:30","29588","32938"
"09.06.2018 13:30 - 09.06.2018 14:00","29270","31690"
"09.06.2018 14:00 - 09.06.2018 14:30","29213","32267"
"09.06.2018 14:30 - 09.06.2018 15:00","29466","32348"
"09.06.2018 15:00 - 09.06.2018 15:30","29920","32624"
"09.06.2018 15:30 - 09.06.2018 16:00","30757","32943"
"09.06.2018 16:00 - 09.06.2018 16:30","31171","3830"
"09.06.2018 16:30 - 09.06.2018 17:00","31141","33568"
"09.06.2018 17:00 - 09.06.2018 17:30","30955","33648"
"09.06.2018 17:30 - 09.06.2018 18:00","30782","33463"
"09.06.2018 18:00 - 09.06.2018 18:30","30352","32987"
"09.06.2018 18:30 - 09.06.2018 19:00","29467","32427"
"09.06.2018 19:00 - 09.06.2018 19:30","28669","31819"
"09.06.2018 19:30 - 09.06.2018 20:00","28059","31336"
"09.06.2018 20:00 - 09.06.2018 20:30","27844","30906"
"09.06.2018 20:30 - 09.06.2018 21:00","27632","30649"
"09.06.2018 21:00 - 09.06.2018 21:30","27008","30552"
"09.06.2018 21:30 - 09.06.2018 22:00","25831","29375"
"09.06.2018 22:00 - 09.06.2018 22:30","24591","27883"
"09.06.2018 22:30 - 09.06.2018 23:00","23504","26788"
"09.06.2018 23:00 - 09.06.2018 23:30","22522","25617"
"09.06.2018 23:30 - 10.06.2018 00:00","21555","24966"
"10.06.2018 00:00 - 10.06.2018 00:30","21398","24102"
"10.06.2018 00:30 - 10.06.2018 01:00","21111","23615"
"10.06.2018 01:00 - 10.06.2018 01:30","20626","22828"
"10.06.2018 01:30 - 10.06.2018 02:00","20206","22285"
"10.06.2018 02:00 - 10.06.2018 02:30","19895","21966"
"10.06.2018 02:30 - 10.06.2018 03:00","19664","21561"
"10.06.2018 03:00 - 10.06.2018 03:30","19212","21028"
"10.06.2018 03:30 - 10.06.2018 04:00","18736","20529"
"10.06.2018 04:00 - 10.06.2018 04:30","18792","20299"
"10.06.2018 04:30 - 10.06.2018 05:00","19198","20538"
"10.06.2018 05:00 - 10.06.2018 05:30","19887","21344"
"10.06.2018 05:30 - 10.06.2018 06:00","20606","22169"
"10.06.2018 06:00 - 10.06.2018 06:30","21678","23472"
"10.06.2018 06:30 - 10.06.2018 07:00","22999","25358"
"10.06.2018 07:00 - 10.06.2018 07:30","24525","27946"
"10.06.2018 07:30 - 10.06.2018 08:00","25892","28986"
"10.06.2018 08:00 - 10.06.2018 08:30","27253","30683"
"10.06.2018 08:30 - 10.06.2018 09:00","28517","31575"
"10.06.2018 09:00 - 10.06.2018 09:30","29262","32576"
"10.06.2018 09:30 - 10.06.2018 10:00","29705","33078"
"10.06.2018 10:00 - 10.06.2018 10:30","30096","33568"
"10.06.2018 10:30 - 10.06.2018 11:00","30560","34006"
"10.06.2018 11:00 - 10.06.2018 11:30","30755","34257"
"10.06.2018 11:30 - 10.06.2018 12:00","30725","34317"
"10.06.2018 12:00 - 10.06.2018 12:30","30368","33640"
"10.06.2018 12:30 - 10.06.2018 13:00","30114","33084"
"10.06.2018 13:00 - 10.06.2018 13:30","29753","32685"
"10.06.2018 13:30 - 10.06.2018 14:00","29545","31017"
"10.06.2018 14:00 - 10.06.2018 14:30","29469","32257"
"10.06.2018 14:30 - 10.06.2018 15:00","29768","32049"
"10.06.2018 15:00 - 10.06.2018 15:30","30116","32588"
"10.06.2018 15:30 - 10.06.2018 16:00","30543","33058"
"10.06.2018 16:00 - 10.06.2018 16:30","30894","33508"
"10.06.2018 16:30 - 10.06.2018 17:00","31070","33838"
"10.06.2018 17:00 - 10.06.2018 17:30","31131","33968"
"10.06.2018 17:30 - 10.06.2018 18:00","31021","33897"
"10.06.2018 18:00 - 10.06.2018 18:30","30609","33911"
"10.06.2018 18:30 - 10.06.2018 19:00","29928","33638"
"10.06.2018 19:00 - 10.06.2018 19:30","29280","33148"
"10.06.2018 19:30 - 10.06.2018 20:00","28713","32690"
"10.06.2018 20:00 - 10.06.2018 20:30","28473","32357"
"10.06.2018 20:30 - 10.06.2018 21:00","28159","31851"
"10.06.2018 21:00 - 10.06.2018 21:30","27442","31269"
"10.06.2018 21:30 - 10.06.2018 22:00","25802","29798"
"10.06.2018 22:00 - 10.06.2018 22:30","24226","27485"
"10.06.2018 22:30 - 10.06.2018 23:00","22812","26083"
"10.06.2018 23:00 - 10.06.2018 23:30","21705","24550"
"10.06.2018 23:30 - 11.06.2018 00:00","21208","23588"
"11.06.2018 00:00 - 11.06.2018 00:30","20993","22951"
"11.06.2018 00:30 - 11.06.2018 01:00","20764","22800"
"11.06.2018 01:00 - 11.06.2018 01:30","20380","22321"
"11.06.2018 01:30 - 11.06.2018 02:00","20114","21843"
"11.06.2018 02:00 - 11.06.2018 02:30","19985","21414"
"11.06.2018 02:30 - 11.06.2018 03:00","19865","21375"
"11.06.2018 03:00 - 11.06.2018 03:30","19578","21816"
"11.06.2018 03:30 - 11.06.2018 04:00","19599","21566"
"11.06.2018 04:00 - 11.06.2018 04:30","20371","21086"
"11.06.2018 04:30 - 11.06.2018 05:00","22318","22347"
"11.06.2018 05:00 - 11.06.2018 05:30","25156","26560"
"11.06.2018 05:30 - 11.06.2018 06:00","28102","29351"
"11.06.2018 06:00 - 11.06.2018 06:30","30792","32807"
"11.06.2018 06:30 - 11.06.2018 07:00","32315","34499"
"11.06.2018 07:00 - 11.06.2018 07:30","33114","36272"
"11.06.2018 07:30 - 11.06.2018 08:00","33485","35995"
"11.06.2018 08:00 - 11.06.2018 08:30","33922","36641"
"11.06.2018 08:30 - 11.06.2018 09:00","34274","36763"
"11.06.2018 09:00 - 11.06.2018 09:30","34608","36829"
"11.06.2018 09:30 - 11.06.2018 10:00","34893","37162"
"11.06.2018 10:00 - 11.06.2018 10:30","35063","37023"
"11.06.2018 10:30 - 11.06.2018 11:00","35412","37400"
"11.06.2018 11:00 - 11.06.2018 11:30","35437","37704"
"11.06.2018 11:30 - 11.06.2018 12:00","35373","37594"
"11.06.2018 12:00 - 11.06.2018 12:30","35170","37613"
"11.06.2018 12:30 - 11.06.2018 13:00","35225","37219"
"11.06.2018 13:00 - 11.06.2018 13:30","35269","37272"
"11.06.2018 13:30 - 11.06.2018 14:00","35441","36937"
"11.06.2018 14:00 - 11.06.2018 14:30","35753","37144"
"11.06.2018 14:30 - 11.06.2018 15:00","36316","37292"
"11.06.2018 15:00 - 11.06.2018 15:30","36915","38041"
"11.06.2018 15:30 - 11.06.2018 16:00","37515","38300"
"11.06.2018 16:00 - 11.06.2018 16:30","37596","38366"
"11.06.2018 16:30 - 11.06.2018 17:00","37244","37925"
"11.06.2018 17:00 - 11.06.2018 17:30","36870","37655"
"11.06.2018 17:30 - 11.06.2018 18:00","36295","37295"
"11.06.2018 18:00 - 11.06.2018 18:30","35361","36727"
"11.06.2018 18:30 - 11.06.2018 19:00","34275","36135"
"11.06.2018 19:00 - 11.06.2018 19:30","33192","35170"
"11.06.2018 19:30 - 11.06.2018 20:00","32482","34351"
"11.06.2018 20:00 - 11.06.2018 20:30","32075","34046"
"11.06.2018 20:30 - 11.06.2018 21:00","31201","33525"
"11.06.2018 21:00 - 11.06.2018 21:30","30013","32915"
"11.06.2018 21:30 - 11.06.2018 22:00","27980","31291"
"11.06.2018 22:00 - 11.06.2018 22:30","25808","29480"
"11.06.2018 22:30 - 11.06.2018 23:00","24297","28043"
"11.06.2018 23:00 - 11.06.2018 23:30","23348","26380"
"11.06.2018 23:30 - 12.06.2018 00:00","22714","25459"
"12.06.2018 00:00 - 12.06.2018 00:30","22318","24462"
"12.06.2018 00:30 - 12.06.2018 01:00","22132","24199"
"12.06.2018 01:00 - 12.06.2018 01:30","21776","23799"
"12.06.2018 01:30 - 12.06.2018 02:00","21499","23410"
"12.06.2018 02:00 - 12.06.2018 02:30","21356","23234"
"12.06.2018 02:30 - 12.06.2018 03:00","21299","23146"
"12.06.2018 03:00 - 12.06.2018 03:30","21008","23015"
"12.06.2018 03:30 - 12.06.2018 04:00","20908","22708"
"12.06.2018 04:00 - 12.06.2018 04:30","21601","23324"
"12.06.2018 04:30 - 12.06.2018 05:00","23403","24500"
"12.06.2018 05:00 - 12.06.2018 05:30","26134","27916"
"12.06.2018 05:30 - 12.06.2018 06:00","29183","31030"
"12.06.2018 06:00 - 12.06.2018 06:30","31924","32730"
"12.06.2018 06:30 - 12.06.2018 07:00","33586","34936"
"12.06.2018 07:00 - 12.06.2018 07:30","34340","36781"
"12.06.2018 07:30 - 12.06.2018 08:00","34802","36836"
"12.06.2018 08:00 - 12.06.2018 08:30","35379","37555"
"12.06.2018 08:30 - 12.06.2018 09:00","35532","37770"
"12.06.2018 09:00 - 12.06.2018 09:30","35700","38114"
"12.06.2018 09:30 - 12.06.2018 10:00","36066","38209"
"12.06.2018 10:00 - 12.06.2018 10:30","36395","38320"
"12.06.2018 10:30 - 12.06.2018 11:00","36813","38529"
"12.06.2018 11:00 - 12.06.2018 11:30","36863","38344"
"12.06.2018 11:30 - 12.06.2018 12:00","36542","38193"
"12.06.2018 12:00 - 12.06.2018 12:30","36238","37473"
"12.06.2018 12:30 - 12.06.2018 13:00","36096","36847"
"12.06.2018 13:00 - 12.06.2018 13:30","35780","36661"
"12.06.2018 13:30 - 12.06.2018 14:00","35432","36554"
"12.06.2018 14:00 - 12.06.2018 14:30","35483","36815"
"12.06.2018 14:30 - 12.06.2018 15:00","36234","37087"
"12.06.2018 15:00 - 12.06.2018 15:30","37084","37511"
"12.06.2018 15:30 - 12.06.2018 16:00","37776","37943"
"12.06.2018 16:00 - 12.06.2018 16:30","37721","38208"
"12.06.2018 16:30 - 12.06.2018 17:00","37219","37782"
"12.06.2018 17:00 - 12.06.2018 17:30","36602","37652"
"12.06.2018 17:30 - 12.06.2018 18:00","35915","37294"
"12.06.2018 18:00 - 12.06.2018 18:30","35216","36793"
"12.06.2018 18:30 - 12.06.2018 19:00","34378","36361"
"12.06.2018 19:00 - 12.06.2018 19:30","33403","35791"
"12.06.2018 19:30 - 12.06.2018 20:00","32697","34793"
"12.06.2018 20:00 - 12.06.2018 20:30","32260","34050"
"12.06.2018 20:30 - 12.06.2018 21:00","31513","33289"
"12.06.2018 21:00 - 12.06.2018 21:30","30038","32690"
"12.06.2018 21:30 - 12.06.2018 22:00","27837","31119"
"12.06.2018 22:00 - 12.06.2018 22:30","25915","28888"
"12.06.2018 22:30 - 12.06.2018 23:00","24318","27570"
"12.06.2018 23:00 - 12.06.2018 23:30","23279","26245"
"12.06.2018 23:30 - 13.06.2018 00:00","22817","25374"
"13.06.2018 00:00 - 13.06.2018 00:30","22618","24754"
"13.06.2018 00:30 - 13.06.2018 01:00","22360","24617"
"13.06.2018 01:00 - 13.06.2018 01:30","21883","23762"
"13.06.2018 01:30 - 13.06.2018 02:00","21493","23506"
"13.06.2018 02:00 - 13.06.2018 02:30","21256","23231"
"13.06.2018 02:30 - 13.06.2018 03:00","21138","23060"
"13.06.2018 03:00 - 13.06.2018 03:30","20951","22792"
"13.06.2018 03:30 - 13.06.2018 04:00","20966","22632"
"13.06.2018 04:00 - 13.06.2018 04:30","21595","23708"
"13.06.2018 04:30 - 13.06.2018 05:00","23420","25003"
"13.06.2018 05:00 - 13.06.2018 05:30","26353","28669"
"13.06.2018 05:30 - 13.06.2018 06:00","29378","31373"
"13.06.2018 06:00 - 13.06.2018 06:30","31988","34363"
"13.06.2018 06:30 - 13.06.2018 07:00","33491","35980"
"13.06.2018 07:00 - 13.06.2018 07:30","34146","36635"
"13.06.2018 07:30 - 13.06.2018 08:00","34508","36380"
"13.06.2018 08:00 - 13.06.2018 08:30","34963","36470"
"13.06.2018 08:30 - 13.06.2018 09:00","35061","36581"
"13.06.2018 09:00 - 13.06.2018 09:30","35177","36227"
"13.06.2018 09:30 - 13.06.2018 10:00","35615","36259"
"13.06.2018 10:00 - 13.06.2018 10:30","35938","36540"
"13.06.2018 10:30 - 13.06.2018 11:00","36490","36675"
"13.06.2018 11:00 - 13.06.2018 11:30","36691","37199"
"13.06.2018 11:30 - 13.06.2018 12:00","36477","37299"
"13.06.2018 12:00 - 13.06.2018 12:30","36206","36669"
"13.06.2018 12:30 - 13.06.2018 13:00","36050","36353"
"13.06.2018 13:00 - 13.06.2018 13:30","35676","36438"
"13.06.2018 13:30 - 13.06.2018 14:00","35448","35957"
"13.06.2018 14:00 - 13.06.2018 14:30","35599","36379"
"13.06.2018 14:30 - 13.06.2018 15:00","36101","36927"
"13.06.2018 15:00 - 13.06.2018 15:30","36731","37307"
"13.06.2018 15:30 - 13.06.2018 16:00","37151","37739"
"13.06.2018 16:00 - 13.06.2018 16:30","37038","38124"
"13.06.2018 16:30 - 13.06.2018 17:00","36702","37856"
"13.06.2018 17:00 - 13.06.2018 17:30","36380","36843"
"13.06.2018 17:30 - 13.06.2018 18:00","35928","36425"
"13.06.2018 18:00 - 13.06.2018 18:30","35213","36375"
"13.06.2018 18:30 - 13.06.2018 19:00","34276","35680"
"13.06.2018 19:00 - 13.06.2018 19:30","33384","35355"
"13.06.2018 19:30 - 13.06.2018 20:00","32535","34543"
"13.06.2018 20:00 - 13.06.2018 20:30","31749","33399"
"13.06.2018 20:30 - 13.06.2018 21:00","30933","32733"
"13.06.2018 21:00 - 13.06.2018 21:30","29614","31098"
"13.06.2018 21:30 - 13.06.2018 22:00","27496","29111"
"13.06.2018 22:00 - 13.06.2018 22:30","25550","27098"
"13.06.2018 22:30 - 13.06.2018 23:00","24081","24987"
"13.06.2018 23:00 - 13.06.2018 23:30","23115","21124"
"13.06.2018 23:30 - 14.06.2018 00:00","22674","20516"
"14.06.2018 00:00 - 14.06.2018 00:30","22090","19440"
"14.06.2018 00:30 - 14.06.2018 01:00","21821","19197"
"14.06.2018 01:00 - 14.06.2018 01:30","21463","18329"
"14.06.2018 01:30 - 14.06.2018 02:00","21123","17791"
"14.06.2018 02:00 - 14.06.2018 02:30","20917","17505"
"14.06.2018 02:30 - 14.06.2018 03:00","20808","17386"
"14.06.2018 03:00 - 14.06.2018 03:30","20563","16720"
"14.06.2018 03:30 - 14.06.2018 04:00","20686","16627"
"14.06.2018 04:00 - 14.06.2018 04:30","21475","18406"
"14.06.2018 04:30 - 14.06.2018 05:00","23194","19624"
"14.06.2018 05:00 - 14.06.2018 05:30","25757","22960"
"14.06.2018 05:30 - 14.06.2018 06:00","28484","26339"
"14.06.2018 06:00 - 14.06.2018 06:30","30936","31364"
"14.06.2018 06:30 - 14.06.2018 07:00","32459","33383"
"14.06.2018 07:00 - 14.06.2018 07:30","33578","35183"
"14.06.2018 07:30 - 14.06.2018 08:00","33986","35690"
"14.06.2018 08:00 - 14.06.2018 08:30","34179","36452"
"14.06.2018 08:30 - 14.06.2018 09:00","34319","36927"
"14.06.2018 09:00 - 14.06.2018 09:30","34595","37134"
"14.06.2018 09:30 - 14.06.2018 10:00","34925","37422"
"14.06.2018 10:00 - 14.06.2018 10:30","35177","37881"
"14.06.2018 10:30 - 14.06.2018 11:00","35585","37992"
"14.06.2018 11:00 - 14.06.2018 11:30","35613","37744"
"14.06.2018 11:30 - 14.06.2018 12:00","35473","37644"
"14.06.2018 12:00 - 14.06.2018 12:30","35273","37133"
"14.06.2018 12:30 - 14.06.2018 13:00","35231","36822"
"14.06.2018 13:00 - 14.06.2018 13:30","34896","36912"
"14.06.2018 13:30 - 14.06.2018 14:00","34918","36499"
"14.06.2018 14:00 - 14.06.2018 14:30","35453","35973"
"14.06.2018 14:30 - 14.06.2018 15:00","36254","35967"
"14.06.2018 15:00 - 14.06.2018 15:30","36882","36775"
"14.06.2018 15:30 - 14.06.2018 16:00","37384","37429"
"14.06.2018 16:00 - 14.06.2018 16:30","37303","37755"
"14.06.2018 16:30 - 14.06.2018 17:00","36797","37530"
"14.06.2018 17:00 - 14.06.2018 17:30","36069","37275"
"14.06.2018 17:30 - 14.06.2018 18:00","35253","37062"
"14.06.2018 18:00 - 14.06.2018 18:30","34394","36674"
"14.06.2018 18:30 - 14.06.2018 19:00","33481","36073"
"14.06.2018 19:00 - 14.06.2018 19:30","32568","35198"
"14.06.2018 19:30 - 14.06.2018 20:00","31694","34214"
"14.06.2018 20:00 - 14.06.2018 20:30","31094","33528"
"14.06.2018 20:30 - 14.06.2018 21:00","30356","33187"
"14.06.2018 21:00 - 14.06.2018 21:30","29288","32439"
"14.06.2018 21:30 - 14.06.2018 22:00","27431","31071"
